Temperatura początkowa,Współczynnik chłodzenia,Liczba iteracji,Cmax (średnia)
89.44444444444444,0.8655555555555555,400,172.27
89.44444444444444,0.9122222222222222,300,172.27
133.66666666666666,0.8655555555555555,350,172.27
177.88888888888889,0.8966666666666666,300,172.27
200.0,0.9122222222222222,400,172.27
1.0,0.8655555555555555,350,172.28
23.11111111111111,0.8655555555555555,250,172.28
67.33333333333333,0.8811111111111111,350,172.28
67.33333333333333,0.9277777777777778,400,172.28
67.33333333333333,0.9588888888888889,400,172.28
89.44444444444444,0.8966666666666666,350,172.28
111.55555555555556,0.9588888888888889,400,172.28
155.77777777777777,0.9122222222222222,400,172.28
177.88888888888889,0.9277777777777778,350,172.28
200.0,0.8655555555555555,400,172.28
1.0,0.85,300,172.29
1.0,0.9433333333333334,350,172.29
1.0,0.9588888888888889,350,172.29
1.0,0.9588888888888889,400,172.29
1.0,0.99,400,172.29
23.11111111111111,0.9588888888888889,350,172.29
23.11111111111111,0.9744444444444444,450,172.29
45.22222222222222,0.9744444444444444,450,172.29
89.44444444444444,0.85,400,172.29
89.44444444444444,0.8811111111111111,350,172.29
89.44444444444444,0.9122222222222222,350,172.29
89.44444444444444,0.9277777777777778,350,172.29
89.44444444444444,0.9433333333333334,350,172.29
111.55555555555556,0.85,350,172.29
111.55555555555556,0.9433333333333334,400,172.29
155.77777777777777,0.9433333333333334,450,172.29
177.88888888888889,0.9277777777777778,400,172.29
200.0,0.9122222222222222,350,172.29
200.0,0.9277777777777778,350,172.29
1.0,0.8966666666666666,350,172.3
111.55555555555556,0.9122222222222222,350,172.3
111.55555555555556,0.9588888888888889,450,172.3
133.66666666666666,0.8655555555555555,450,172.3
133.66666666666666,0.9433333333333334,400,172.3
177.88888888888889,0.8655555555555555,350,172.3
200.0,0.85,350,172.3
200.0,0.8655555555555555,450,172.3
200.0,0.9277777777777778,400,172.3
200.0,0.9433333333333334,350,172.3
45.22222222222222,0.9433333333333334,400,172.31
155.77777777777777,0.85,300,172.31
155.77777777777777,0.9588888888888889,450,172.31
177.88888888888889,0.85,400,172.31
200.0,0.85,300,172.31
1.0,0.8811111111111111,300,172.32
23.11111111111111,0.8811111111111111,400,172.32
45.22222222222222,0.9122222222222222,300,172.32
45.22222222222222,0.9277777777777778,350,172.32
45.22222222222222,0.9588888888888889,400,172.32
67.33333333333333,0.9277777777777778,450,172.32
67.33333333333333,0.9744444444444444,450,172.32
133.66666666666666,0.9744444444444444,450,172.32
200.0,0.8811111111111111,400,172.32
200.0,0.9588888888888889,400,172.32
1.0,0.9122222222222222,300,172.33
23.11111111111111,0.9588888888888889,400,172.33
45.22222222222222,0.85,350,172.33
111.55555555555556,0.85,300,172.33
111.55555555555556,0.8655555555555555,300,172.33
111.55555555555556,0.9277777777777778,300,172.33
133.66666666666666,0.9122222222222222,350,172.33
133.66666666666666,0.9277777777777778,350,172.33
155.77777777777777,0.9122222222222222,350,172.33
177.88888888888889,0.8811111111111111,350,172.33
1.0,0.8811111111111111,350,172.34
1.0,0.99,300,172.34
23.11111111111111,0.8966666666666666,300,172.34
23.11111111111111,0.9122222222222222,350,172.34
23.11111111111111,0.9744444444444444,350,172.34
67.33333333333333,0.8655555555555555,300,172.34
89.44444444444444,0.9588888888888889,400,172.34
133.66666666666666,0.8811111111111111,400,172.34
133.66666666666666,0.8966666666666666,350,172.34
133.66666666666666,0.9588888888888889,450,172.34
155.77777777777777,0.8966666666666666,350,172.34
155.77777777777777,0.9277777777777778,350,172.34
177.88888888888889,0.85,350,172.34
1.0,0.9588888888888889,300,172.35
1.0,0.9744444444444444,300,172.35
23.11111111111111,0.8811111111111111,350,172.35
45.22222222222222,0.8655555555555555,250,172.35
45.22222222222222,0.8811111111111111,350,172.35
89.44444444444444,0.85,350,172.35
133.66666666666666,0.9588888888888889,400,172.35
155.77777777777777,0.9433333333333334,400,172.35
177.88888888888889,0.85,300,172.35
177.88888888888889,0.9122222222222222,350,172.35
177.88888888888889,0.9433333333333334,350,172.35
1.0,0.8655555555555555,300,172.36
45.22222222222222,0.9122222222222222,350,172.36
67.33333333333333,0.85,300,172.36
67.33333333333333,0.8811111111111111,400,172.36
67.33333333333333,0.9122222222222222,300,172.36
67.33333333333333,0.9122222222222222,350,172.36
67.33333333333333,0.9744444444444444,400,172.36
133.66666666666666,0.85,350,172.36
133.66666666666666,0.8655555555555555,300,172.36
133.66666666666666,0.8811111111111111,300,172.36
1.0,0.9433333333333334,250,172.37
23.11111111111111,0.9122222222222222,300,172.37
23.11111111111111,0.9277777777777778,350,172.37
67.33333333333333,0.9277777777777778,300,172.37
89.44444444444444,0.8966666666666666,300,172.37
133.66666666666666,0.9433333333333334,350,172.37
67.33333333333333,0.8655555555555555,250,172.38
67.33333333333333,0.8966666666666666,350,172.38
67.33333333333333,0.9433333333333334,400,172.38
111.55555555555556,0.8966666666666666,350,172.38
200.0,0.8811111111111111,350,172.38
1.0,0.8966666666666666,300,172.39
1.0,0.99,350,172.39
23.11111111111111,0.9277777777777778,300,172.39
111.55555555555556,0.8811111111111111,300,172.39
111.55555555555556,0.8811111111111111,350,172.39
111.55555555555556,0.9588888888888889,350,172.39
155.77777777777777,0.85,250,172.39
155.77777777777777,0.8655555555555555,350,172.39
200.0,0.9433333333333334,400,172.39
200.0,0.9744444444444444,450,172.39
23.11111111111111,0.85,300,172.4
23.11111111111111,0.8966666666666666,350,172.4
23.11111111111111,0.9433333333333334,300,172.4
23.11111111111111,0.9744444444444444,400,172.4
45.22222222222222,0.8655555555555555,300,172.4
45.22222222222222,0.9744444444444444,400,172.4
89.44444444444444,0.9277777777777778,300,172.4
111.55555555555556,0.9433333333333334,350,172.4
133.66666666666666,0.9588888888888889,350,172.4
155.77777777777777,0.9588888888888889,400,172.4
177.88888888888889,0.9588888888888889,350,172.4
177.88888888888889,0.9744444444444444,450,172.4
200.0,0.8655555555555555,300,172.4
200.0,0.8655555555555555,350,172.4
200.0,0.9277777777777778,300,172.4
45.22222222222222,0.8966666666666666,350,172.41
111.55555555555556,0.9122222222222222,300,172.41
1.0,0.9588888888888889,250,172.42
45.22222222222222,0.85,300,172.42
67.33333333333333,0.9588888888888889,300,172.42
89.44444444444444,0.8655555555555555,300,172.42
89.44444444444444,0.8655555555555555,350,172.42
111.55555555555556,0.8966666666666666,250,172.42
177.88888888888889,0.8811111111111111,300,172.42
177.88888888888889,0.9588888888888889,400,172.42
45.22222222222222,0.8811111111111111,300,172.43
111.55555555555556,0.8811111111111111,250,172.43
111.55555555555556,0.9277777777777778,350,172.43
111.55555555555556,0.9433333333333334,300,172.43
111.55555555555556,0.9744444444444444,450,172.43
133.66666666666666,0.8966666666666666,300,172.43
155.77777777777777,0.9122222222222222,300,172.43
177.88888888888889,0.8966666666666666,350,172.43
45.22222222222222,0.9588888888888889,350,172.44
89.44444444444444,0.9744444444444444,400,172.44
111.55555555555556,0.8966666666666666,300,172.44
111.55555555555556,0.9744444444444444,400,172.44
133.66666666666666,0.85,300,172.44
133.66666666666666,0.8811111111111111,250,172.44
133.66666666666666,0.9277777777777778,300,172.44
155.77777777777777,0.9588888888888889,350,172.44
200.0,0.8811111111111111,300,172.44
1.0,0.8655555555555555,250,172.45
1.0,0.9744444444444444,250,172.45
23.11111111111111,0.8811111111111111,300,172.45
45.22222222222222,0.9277777777777778,250,172.45
67.33333333333333,0.9744444444444444,350,172.45
89.44444444444444,0.8811111111111111,300,172.45
155.77777777777777,0.8811111111111111,300,172.45
200.0,0.8966666666666666,250,172.45
1.0,0.8966666666666666,250,172.46
1.0,0.9433333333333334,300,172.46
23.11111111111111,0.8655555555555555,300,172.46
45.22222222222222,0.8966666666666666,300,172.46
1.0,0.9122222222222222,250,172.47
1.0,0.9277777777777778,300,172.47
23.11111111111111,0.9588888888888889,300,172.47
45.22222222222222,0.8811111111111111,250,172.47
45.22222222222222,0.9588888888888889,300,172.47
67.33333333333333,0.8966666666666666,300,172.47
89.44444444444444,0.8655555555555555,250,172.47
89.44444444444444,0.8811111111111111,250,172.47
89.44444444444444,0.9433333333333334,300,172.47
155.77777777777777,0.8966666666666666,300,172.47
200.0,0.9744444444444444,400,172.47
111.55555555555556,0.8655555555555555,250,172.48
155.77777777777777,0.9433333333333334,350,172.48
155.77777777777777,0.9744444444444444,400,172.48
177.88888888888889,0.9277777777777778,300,172.48
45.22222222222222,0.9744444444444444,350,172.49
67.33333333333333,0.8811111111111111,250,172.49
67.33333333333333,0.9433333333333334,350,172.49
67.33333333333333,0.9588888888888889,350,172.49
89.44444444444444,0.9588888888888889,350,172.49
89.44444444444444,0.9744444444444444,350,172.49
133.66666666666666,0.8966666666666666,250,172.49
155.77777777777777,0.8655555555555555,300,172.49
155.77777777777777,0.9122222222222222,250,172.49
200.0,0.8966666666666666,300,172.49
200.0,0.9433333333333334,300,172.49
1.0,0.99,250,172.5
23.11111111111111,0.9277777777777778,250,172.5
67.33333333333333,0.8966666666666666,250,172.5
133.66666666666666,0.9122222222222222,300,172.5
155.77777777777777,0.8655555555555555,250,172.5
23.11111111111111,0.9433333333333334,250,172.51
67.33333333333333,0.85,250,172.51
67.33333333333333,0.8811111111111111,300,172.51
89.44444444444444,0.9433333333333334,250,172.51
155.77777777777777,0.9588888888888889,300,172.51
177.88888888888889,0.9744444444444444,400,172.51
200.0,0.9122222222222222,300,172.51
45.22222222222222,0.9433333333333334,300,172.52
67.33333333333333,0.9277777777777778,250,172.52
89.44444444444444,0.9588888888888889,300,172.52
155.77777777777777,0.8811111111111111,250,172.52
155.77777777777777,0.8966666666666666,250,172.52
177.88888888888889,0.9122222222222222,250,172.52
177.88888888888889,0.9433333333333334,300,172.52
1.0,0.9277777777777778,250,172.53
177.88888888888889,0.8655555555555555,300,172.53
1.0,0.8811111111111111,250,172.54
89.44444444444444,0.9122222222222222,250,172.54
133.66666666666666,0.9122222222222222,250,172.54
200.0,0.8811111111111111,250,172.54
23.11111111111111,0.9588888888888889,250,172.55
45.22222222222222,0.9277777777777778,300,172.55
67.33333333333333,0.9433333333333334,300,172.55
133.66666666666666,0.8655555555555555,250,172.55
177.88888888888889,0.9277777777777778,250,172.55
133.66666666666666,0.9433333333333334,300,172.56
133.66666666666666,0.9588888888888889,300,172.56
177.88888888888889,0.8655555555555555,250,172.56
200.0,0.9588888888888889,350,172.56
1.0,0.9433333333333334,200,172.57
23.11111111111111,0.8811111111111111,250,172.57
45.22222222222222,0.9433333333333334,250,172.57
133.66666666666666,0.9277777777777778,250,172.57
133.66666666666666,0.9744444444444444,400,172.57
155.77777777777777,0.9433333333333334,250,172.57
177.88888888888889,0.85,250,172.57
200.0,0.9588888888888889,300,172.57
155.77777777777777,0.9277777777777778,300,172.58
177.88888888888889,0.8966666666666666,250,172.58
23.11111111111111,0.8966666666666666,250,172.59
45.22222222222222,0.9122222222222222,250,172.59
67.33333333333333,0.9433333333333334,250,172.59
89.44444444444444,0.85,250,172.59
89.44444444444444,0.85,300,172.59
89.44444444444444,0.8966666666666666,250,172.59
111.55555555555556,0.9122222222222222,250,172.59
177.88888888888889,0.9122222222222222,300,172.59
45.22222222222222,0.85,250,172.6
67.33333333333333,0.9122222222222222,250,172.6
133.66666666666666,0.9744444444444444,350,172.6
177.88888888888889,0.8811111111111111,250,172.6
45.22222222222222,0.9277777777777778,200,172.61
45.22222222222222,0.9588888888888889,250,172.61
89.44444444444444,0.9588888888888889,250,172.61
200.0,0.85,250,172.61
200.0,0.8655555555555555,250,172.61
23.11111111111111,0.8966666666666666,200,172.62
23.11111111111111,0.9277777777777778,200,172.62
23.11111111111111,0.9744444444444444,300,172.62
45.22222222222222,0.8966666666666666,250,172.62
89.44444444444444,0.9277777777777778,250,172.62
111.55555555555556,0.9744444444444444,350,172.62
155.77777777777777,0.9277777777777778,250,172.62
155.77777777777777,0.9433333333333334,300,172.62
1.0,0.8655555555555555,200,172.63
1.0,0.9122222222222222,200,172.63
23.11111111111111,0.8811111111111111,200,172.63
67.33333333333333,0.85,200,172.63
111.55555555555556,0.9588888888888889,300,172.63
23.11111111111111,0.9122222222222222,250,172.64
67.33333333333333,0.8655555555555555,200,172.64
67.33333333333333,0.8966666666666666,200,172.64
89.44444444444444,0.9744444444444444,300,172.64
111.55555555555556,0.85,250,172.64
133.66666666666666,0.8655555555555555,200,172.64
200.0,0.9122222222222222,250,172.64
1.0,0.85,250,172.65
1.0,0.8966666666666666,200,172.65
23.11111111111111,0.85,200,172.65
111.55555555555556,0.85,200,172.65
1.0,0.9744444444444444,200,172.66
23.11111111111111,0.8655555555555555,200,172.66
89.44444444444444,0.8966666666666666,200,172.66
155.77777777777777,0.8655555555555555,150,172.66
67.33333333333333,0.9122222222222222,200,172.67
67.33333333333333,0.9433333333333334,200,172.67
89.44444444444444,0.8655555555555555,200,172.67
133.66666666666666,0.9588888888888889,250,172.67
1.0,0.9277777777777778,200,172.68
45.22222222222222,0.8655555555555555,200,172.68
111.55555555555556,0.9277777777777778,250,172.68
133.66666666666666,0.85,250,172.68
23.11111111111111,0.85,250,172.69
177.88888888888889,0.9433333333333334,250,172.69
177.88888888888889,0.9588888888888889,300,172.69
200.0,0.9277777777777778,250,172.69
23.11111111111111,0.9744444444444444,250,172.7
23.11111111111111,0.99,450,172.7
155.77777777777777,0.8966666666666666,200,172.7
1.0,0.9588888888888889,200,172.71
133.66666666666666,0.9277777777777778,200,172.71
200.0,0.9433333333333334,250,172.71
111.55555555555556,0.9433333333333334,200,172.72
111.55555555555556,0.8966666666666666,200,172.73
155.77777777777777,0.85,200,172.73
200.0,0.85,200,172.73
45.22222222222222,0.8811111111111111,200,172.74
155.77777777777777,0.9122222222222222,200,172.74
155.77777777777777,0.9744444444444444,350,172.74
200.0,0.9744444444444444,350,172.74
45.22222222222222,0.85,200,172.75
67.33333333333333,0.9744444444444444,300,172.75
89.44444444444444,0.85,200,172.75
111.55555555555556,0.9433333333333334,250,172.75
133.66666666666666,0.85,200,172.75
155.77777777777777,0.9588888888888889,250,172.75
155.77777777777777,0.9744444444444444,300,172.75
23.11111111111111,0.9122222222222222,200,172.77
45.22222222222222,0.9744444444444444,300,172.77
67.33333333333333,0.9277777777777778,200,172.77
177.88888888888889,0.9588888888888889,250,172.77
1.0,0.99,200,172.78
89.44444444444444,0.9122222222222222,200,172.78
177.88888888888889,0.9744444444444444,350,172.78
200.0,0.8966666666666666,200,172.78
1.0,0.85,150,172.79
89.44444444444444,0.9277777777777778,200,172.79
111.55555555555556,0.8811111111111111,200,172.79
133.66666666666666,0.9433333333333334,250,172.79
1.0,0.85,200,172.8
1.0,0.8811111111111111,200,172.8
133.66666666666666,0.8966666666666666,200,172.8
45.22222222222222,0.9122222222222222,200,172.81
67.33333333333333,0.8811111111111111,200,172.81
177.88888888888889,0.8811111111111111,200,172.81
67.33333333333333,0.9588888888888889,250,172.82
67.33333333333333,0.9744444444444444,250,172.82
89.44444444444444,0.8811111111111111,200,172.82
133.66666666666666,0.9744444444444444,300,172.82
177.88888888888889,0.9122222222222222,200,172.82
1.0,0.9744444444444444,150,172.83
45.22222222222222,0.8966666666666666,200,172.83
155.77777777777777,0.8655555555555555,200,172.83
177.88888888888889,0.85,200,172.83
177.88888888888889,0.8655555555555555,200,172.83
200.0,0.85,150,172.83
200.0,0.8811111111111111,200,172.83
200.0,0.9588888888888889,250,172.83
45.22222222222222,0.9433333333333334,150,172.84
1.0,0.8811111111111111,150,172.85
1.0,0.9277777777777778,150,172.85
111.55555555555556,0.9122222222222222,200,172.85
23.11111111111111,0.8966666666666666,150,172.86
1.0,0.8966666666666666,150,172.87
23.11111111111111,0.9433333333333334,200,172.87
155.77777777777777,0.8811111111111111,200,172.87
155.77777777777777,0.9277777777777778,200,172.87
177.88888888888889,0.85,150,172.87
45.22222222222222,0.9122222222222222,150,172.88
67.33333333333333,0.9588888888888889,200,172.88
111.55555555555556,0.8655555555555555,200,172.88
111.55555555555556,0.8811111111111111,150,172.88
111.55555555555556,0.9588888888888889,250,172.88
133.66666666666666,0.9433333333333334,200,172.88
177.88888888888889,0.9433333333333334,200,172.88
23.11111111111111,0.9122222222222222,150,172.89
89.44444444444444,0.9433333333333334,200,172.9
45.22222222222222,0.9433333333333334,200,172.91
111.55555555555556,0.9744444444444444,300,172.91
133.66666666666666,0.8811111111111111,200,172.91
177.88888888888889,0.9277777777777778,200,172.91
23.11111111111111,0.8655555555555555,150,172.92
23.11111111111111,0.9588888888888889,200,172.92
177.88888888888889,0.8966666666666666,200,172.92
23.11111111111111,0.99,400,172.94
111.55555555555556,0.9277777777777778,200,172.95
1.0,0.99,150,172.96
111.55555555555556,0.85,150,172.96
133.66666666666666,0.9122222222222222,200,172.96
45.22222222222222,0.8811111111111111,150,172.98
155.77777777777777,0.85,150,172.98
200.0,0.8655555555555555,150,172.98
200.0,0.9122222222222222,200,172.98
1.0,0.9433333333333334,150,172.99
155.77777777777777,0.8811111111111111,150,172.99
1.0,0.9588888888888889,150,173.01
45.22222222222222,0.8655555555555555,150,173.01
89.44444444444444,0.8811111111111111,150,173.01
1.0,0.8655555555555555,150,173.02
1.0,0.9122222222222222,150,173.02
45.22222222222222,0.85,150,173.02
133.66666666666666,0.8966666666666666,150,173.02
67.33333333333333,0.85,150,173.04
177.88888888888889,0.9744444444444444,300,173.04
23.11111111111111,0.85,150,173.05
67.33333333333333,0.8655555555555555,150,173.05
67.33333333333333,0.9433333333333334,150,173.05
89.44444444444444,0.9588888888888889,200,173.05
111.55555555555556,0.8966666666666666,150,173.05
200.0,0.8655555555555555,200,173.05
23.11111111111111,0.9277777777777778,150,173.06
133.66666666666666,0.85,150,173.06
177.88888888888889,0.8655555555555555,150,173.06
23.11111111111111,0.8811111111111111,150,173.07
45.22222222222222,0.99,450,173.07
155.77777777777777,0.9433333333333334,200,173.07
177.88888888888889,0.8811111111111111,150,173.07
200.0,0.9277777777777778,200,173.07
89.44444444444444,0.9277777777777778,150,173.08
133.66666666666666,0.8655555555555555,150,173.08
45.22222222222222,0.8966666666666666,150,173.09
23.11111111111111,0.9744444444444444,200,173.1
111.55555555555556,0.8655555555555555,150,173.1
155.77777777777777,0.9122222222222222,150,173.1
177.88888888888889,0.9122222222222222,150,173.1
67.33333333333333,0.9122222222222222,150,173.11
89.44444444444444,0.8655555555555555,150,173.11
177.88888888888889,0.8966666666666666,150,173.11
89.44444444444444,0.8966666666666666,150,173.12
89.44444444444444,0.9744444444444444,250,173.12
67.33333333333333,0.9277777777777778,150,173.13
133.66666666666666,0.8811111111111111,150,173.13
133.66666666666666,0.9277777777777778,150,173.13
45.22222222222222,0.9744444444444444,250,173.14
67.33333333333333,0.8966666666666666,150,173.15
67.33333333333333,0.8811111111111111,150,173.16
155.77777777777777,0.9277777777777778,150,173.16
155.77777777777777,0.9744444444444444,250,173.16
200.0,0.9433333333333334,200,173.16
45.22222222222222,0.9588888888888889,200,173.18
45.22222222222222,0.9744444444444444,200,173.18
89.44444444444444,0.85,150,173.18
133.66666666666666,0.9588888888888889,200,173.18
200.0,0.8966666666666666,150,173.18
23.11111111111111,0.9433333333333334,150,173.2
45.22222222222222,0.9277777777777778,150,173.2
155.77777777777777,0.8966666666666666,150,173.21
1.0,0.9122222222222222,100,173.23
200.0,0.9277777777777778,150,173.23
200.0,0.9588888888888889,200,173.23
111.55555555555556,0.9277777777777778,150,173.24
200.0,0.9744444444444444,300,173.25
23.11111111111111,0.85,100,173.26
200.0,0.8811111111111111,150,173.27
1.0,0.8811111111111111,100,173.29
111.55555555555556,0.9744444444444444,250,173.29
67.33333333333333,0.8655555555555555,100,173.3
177.88888888888889,0.9588888888888889,200,173.31
1.0,0.9588888888888889,100,173.32
1.0,0.99,100,173.32
111.55555555555556,0.85,100,173.32
133.66666666666666,0.9122222222222222,150,173.33
177.88888888888889,0.9277777777777778,150,173.33
200.0,0.9122222222222222,150,173.34
45.22222222222222,0.99,400,173.36
111.55555555555556,0.9122222222222222,150,173.36
111.55555555555556,0.9588888888888889,200,173.36
155.77777777777777,0.9433333333333334,150,173.36
1.0,0.8966666666666666,100,173.37
23.11111111111111,0.8811111111111111,100,173.37
89.44444444444444,0.9122222222222222,150,173.37
133.66666666666666,0.9744444444444444,250,173.37
67.33333333333333,0.99,450,173.38
155.77777777777777,0.9588888888888889,200,173.39
1.0,0.9277777777777778,100,173.4
23.11111111111111,0.8966666666666666,100,173.41
45.22222222222222,0.9588888888888889,150,173.42
23.11111111111111,0.9122222222222222,100,173.43
23.11111111111111,0.9588888888888889,150,173.43
89.44444444444444,0.85,100,173.44
1.0,0.9433333333333334,100,173.45
23.11111111111111,0.99,350,173.45
23.11111111111111,0.8655555555555555,100,173.46
1.0,0.8655555555555555,100,173.49
155.77777777777777,0.8966666666666666,100,173.49
177.88888888888889,0.9744444444444444,250,173.51
67.33333333333333,0.8811111111111111,100,173.56
111.55555555555556,0.8655555555555555,100,173.56
177.88888888888889,0.85,100,173.56
177.88888888888889,0.9433333333333334,150,173.56
1.0,0.85,100,173.57
45.22222222222222,0.8966666666666666,100,173.57
111.55555555555556,0.9433333333333334,150,173.57
155.77777777777777,0.85,100,173.58
45.22222222222222,0.9122222222222222,100,173.59
200.0,0.9433333333333334,150,173.59
23.11111111111111,0.9277777777777778,100,173.6
111.55555555555556,0.8811111111111111,100,173.6
45.22222222222222,0.8655555555555555,100,173.61
45.22222222222222,0.8811111111111111,100,173.61
200.0,0.9744444444444444,250,173.61
89.44444444444444,0.9433333333333334,150,173.62
111.55555555555556,0.9277777777777778,100,173.62
133.66666666666666,0.85,100,173.62
